,name,company,year,Price,kms_driven,fuel_type
393,Maruti Suzuki Zen,Maruti,2001,117200.0,40000,Petrol
394,Mahindra Scorpio W,Mahindra,2012,483450.0,65000,Diesel
395,Maruti Suzuki Alto,Maruti,2014,791100.0,22000,Petrol
396,Hyundai Grand i10,Hyundai,2016,820400.0,59910,Diesel
397,Mahindra XUV500 W8,Mahindra,2012,1640800.0,100000,Diesel
398,Hyundai Creta 1.6,Hyundai,2016,2783500.0,25000,Petrol
399,Hyundai i20 Magna,Hyundai,2013,908300.0,35000,Petrol
400,Renault Duster 85,Renault,2015,2094950.0,65000,Diesel
401,Hyundai Grand i10,Hyundai,2014,996200.0,35000,Petrol
402,Honda Brio V,Honda,2012,688550.0,33000,Petrol
403,Mahindra TUV300 T4,Mahindra,2017,1787300.0,68000,Diesel
404,Chevrolet Spark LS,Chevrolet,2010,278350.0,23000,Petrol
405,Mahindra TUV300 T8,Mahindra,2018,2930000.0,4500,Diesel
406,Maruti Suzuki Swift,Maruti,2015,644600.0,129000,Diesel
407,Nissan X Trail,Nissan,2019,3516000.0,300,Diesel
408,Maruti Suzuki Alto,Maruti,2015,673900.0,5000,Petrol
409,Ford Ikon 1.3,Ford,2001,131850.0,65000,Petrol
410,Toyota Fortuner 3.0,Toyota,2010,2754200.0,131000,Diesel
411,Tata Manza ELAN,Tata,2010,455776.15,111111,Petrol
412,Mercedes Benz A,Mercedes,2013,4395000.0,14000,Petrol
413,Chevrolet Beat LS,Chevrolet,2016,615300.0,22000,Diesel
414,Ford EcoSport Trend,Ford,2013,1450350.0,38000,Diesel
415,Tata Indigo LS,Tata,2016,366250.0,70000,Diesel
416,Hyundai i20 Magna,Hyundai,2010,571350.0,36000,Petrol
417,Volkswagen Vento Highline,Volkswagen,2015,1611500.0,34000,Diesel
418,Renault Kwid RXT,Renault,2015,791100.0,43000,Petrol
419,Ford EcoSport Titanium,Ford,2014,1465000.0,40000,Diesel
420,Honda Amaze 1.5,Honda,2016,703200.0,160000,Diesel
421,Hyundai Verna 1.6,Hyundai,2017,2344000.0,12000,Petrol
422,BMW 5 Series,BMW,2011,3806070.0,49000,Diesel
423,Skoda Superb 1.8,Skoda,2011,1552900.0,68000,Petrol
424,Audi Q3 2.0,Audi,2013,4392070.0,37000,Diesel
425,Mahindra Bolero DI,Mahindra,2012,644600.0,59466,Diesel
426,Mahindra Scorpio S10,Mahindra,2015,2637000.0,97200,Diesel
427,Ford Figo Duratorq,Ford,2012,732500.0,99000,Diesel
428,Maruti Suzuki Wagon,Maruti,2018,1157350.0,25500,Petrol
429,Mahindra Logan Diesel,Mahindra,2009,380900.0,66000,Petrol
430,Tata Nano GenX,Tata,2010,93760.0,44005,Petrol
431,Mahindra TUV300 T4,Mahindra,2016,1582200.0,35000,Diesel
432,Mahindra TUV300 T4,Mahindra,2016,1582200.0,35000,Diesel
433,Hyundai Elite i20,Hyundai,2015,1186650.0,28000,Petrol
434,Hyundai Elite i20,Hyundai,2015,1172000.0,30000,Petrol
435,Honda City SV,Honda,2017,2226800.0,4000,Petrol
436,Maruti Suzuki Baleno,Maruti,2016,1465000.0,28000,Petrol
437,Ford Figo Petrol,Ford,2011,512750.0,75000,Petrol
438,Mahindra Scorpio S10,Mahindra,2015,2637000.0,97200,Diesel
439,Honda City,Honda,2017,2197500.0,3000,Petrol
440,Hyundai Elite i20,Hyundai,2015,1227670.0,20000,Petrol
441,Maruti Suzuki Versa,Maruti,2004,263700.0,50000,Petrol
442,Hyundai Eon Era,Hyundai,2018,410200.0,2110,Petrol
443,Mitsubishi Pajero Sport,Mitsubishi,2015,4512200.0,43222,Petrol
444,Hyundai i10 Magna,Hyundai,2008,805750.0,100200,Petrol
445,Toyota Corolla H2,Toyota,2003,439500.0,100000,Petrol
446,Maruti Suzuki Swift,Maruti,2011,673900.0,65,Petrol
447,Tata Indigo CS,Tata,2015,360390.0,100000,Diesel
448,Mahindra Scorpio S10,Mahindra,2015,2637000.0,97200,Diesel
449,Mahindra Scorpio S10,Mahindra,2015,2637000.0,97200,Diesel
450,Hyundai Xcent Base,Hyundai,2016,879000.0,140000,Diesel
451,Honda City,Honda,2015,1464997.07,55000,Petrol
452,Hyundai Accent Executive,Hyundai,2009,483450.0,48000,Petrol
453,Maruti Suzuki Baleno,Maruti,2016,1459140.0,22000,Petrol
454,Tata Zest XE,Tata,2018,1406400.0,103553,Diesel
455,Maruti Suzuki Dzire,Maruti,2017,1429840.0,80000,Diesel
456,Tata Sumo Gold,Tata,2014,732500.0,99000,Diesel
457,Toyota Corolla Altis,Toyota,2010,644600.0,58000,Petrol
458,Maruti Suzuki Eeco,Maruti,2013,849700.0,70000,LPG
459,Toyota Fortuner 3.0,Toyota,2015,4468250.0,120000,Diesel
460,Mahindra XUV500 W6,Mahindra,2013,1608277.0,49800,Diesel
461,Tata Tigor Revotron,Tata,2019,1904500.0,100,Diesel
462,Maruti Suzuki 800,Maruti,2001,161150.0,81876,Petrol
463,Maruti Suzuki Ertiga,Maruti,2015,1611500.0,75000,Petrol
464,Maruti Suzuki Versa,Maruti,2004,263700.0,50000,Petrol
465,Honda Mobilio S,Honda,2014,1169070.0,44000,Diesel
466,Maruti Suzuki Ertiga,Maruti,2016,2138900.0,55000,Diesel
467,Maruti Suzuki Vitara,Maruti,2017,2124250.0,36000,Diesel
468,Hyundai Verna 1.6,Hyundai,2016,571350.0,56000,Diesel
469,Maruti Suzuki Swift,Maruti,2007,380900.0,62000,Petrol
470,Toyota Fortuner 3.0,Toyota,2015,4468250.0,120000,Diesel
471,Maruti Suzuki Omni,Maruti,2014,556700.0,6020,Petrol
472,Honda Amaze,Honda,2013,732500.0,55700,Diesel
473,Tata Indica,Tata,2005,234400.0,42000,Petrol
474,Hyundai Santro Xing,Hyundai,2003,351600.0,50000,Petrol
475,Maruti Suzuki Zen,Maruti,2010,436570.0,35000,Petrol
476,Maruti Suzuki Wagon,Maruti,2014,732500.0,18500,Petrol
477,Maruti Suzuki Wagon,Maruti,2007,351600.0,7000,Petrol
478,Honda Brio VX,Honda,2017,1318500.0,11000,Petrol
479,Maruti Suzuki Zen,Maruti,2003,292997.07,53000,Petrol
480,Maruti Suzuki Zen,Maruti,2008,395550.0,23000,Petrol
481,Maruti Suzuki Wagon,Maruti,2016,659250.0,35500,Diesel
482,Maruti Suzuki Alto,Maruti,2010,290070.0,22134,Petrol
483,Renault Kwid RXT,Renault,2019,1084100.0,1000,Petrol
484,Tata Nano Lx,Tata,2010,152360.0,9000,Petrol
485,Jaguar XE XE,Jaguar,2016,8204000.0,8500,Petrol
486,Hyundai Eon Magna,Hyundai,2014,556700.0,35000,Petrol
487,Honda City 1.5,Honda,2014,1462070.0,22000,Petrol
488,Hindustan Motors Ambassador,Hindustan,2002,263700.0,25000,Diesel
489,Maruti Suzuki Ritz,Maruti,2010,436570.0,40000,Petrol
490,Hyundai Grand i10,Hyundai,2017,1172000.0,20000,Petrol
491,Hyundai Eon D,Hyundai,2016,351600.0,87000,Petrol
492,Maruti Suzuki Swift,Maruti,2015,732500.0,55000,Petrol
493,Maruti Suzuki Wagon,Maruti,2017,1098750.0,23000,Petrol
494,Honda Amaze 1.2,Honda,2014,1116330.0,6000,Petrol
495,Maruti Suzuki Estilo,Maruti,2013,527400.0,65000,Petrol
496,Maruti Suzuki Vitara,Maruti,2016,1699400.0,25000,Diesel
497,Maruti Suzuki Eeco,Maruti,2015,814540.0,39000,Petrol
498,Hyundai Creta 1.6,Hyundai,2016,2930000.0,8000,Petrol
499,Mahindra Scorpio Vlx,Mahindra,2013,2021700.0,75000,Diesel
500,Maruti Suzuki Ertiga,Maruti,2012,1406400.0,51000,Diesel
501,Mitsubishi Lancer 1.8,Mitsubishi,2006,249050.0,50000,Petrol
502,Maruti Suzuki Maruti,Maruti,2001,117200.0,75000,Petrol
503,Maruti Suzuki Alto,Maruti,2015,263700.0,55800,Petrol
504,Hyundai Grand i10,Hyundai,2015,996200.0,53000,Petrol
505,Hyundai Eon D,Hyundai,2018,761800.0,25000,Petrol
506,Ford Fiesta SXi,Ford,2009,732500.0,56400,Petrol
507,Maruti Suzuki Ritz,Maruti,2010,527400.0,72160,Diesel
508,Hyundai Verna Fluidic,Hyundai,2012,1025500.0,10000,Diesel
509,Maruti Suzuki Wagon,Maruti,2006,263702.93,48000,Petrol
510,Maruti Suzuki Estilo,Maruti,2007,336950.0,36000,Petrol
511,Audi A6 2.0,Audi,2012,4685070.0,11500,Diesel
512,Maruti Suzuki Wagon,Maruti,2003,380900.0,133000,Petrol
513,Maruti Suzuki Wagon,Maruti,2009,465870.0,27000,Petrol
514,Maruti Suzuki Wagon,Maruti,2009,468800.0,35000,Petrol
515,Maruti Suzuki Alto,Maruti,2010,322300.0,55000,Petrol
516,Maruti Suzuki Baleno,Maruti,2016,1245250.0,40000,Petrol
517,Hyundai Verna 1.6,Hyundai,2019,2637000.0,2000,Petrol
518,Maruti Suzuki Swift,Maruti,2009,439500.0,45000,Petrol
519,Hyundai Getz Prime,Hyundai,2009,322300.0,20000,Petrol
520,Hyundai Santro,Hyundai,2000,152357.07,88000,Petrol
521,Hyundai Getz Prime,Hyundai,2009,336950.0,20000,Petrol
522,Chevrolet Beat PS,Chevrolet,2012,629950.0,65422,Diesel
523,Ford EcoSport Trend,Ford,2017,1699400.0,10000,Petrol
524,Maruti Suzuki Dzire,Maruti,2013,1113400.0,35000,Petrol
525,Hyundai Fluidic Verna,Hyundai,2013,1025500.0,117000,Diesel
526,Tata Indica V2,Tata,2005,102550.0,150000,Diesel
527,BMW X1 xDrive20d,BMW,2011,3369500.0,72000,Diesel
528,Hyundai i20 Asta,Hyundai,2010,879000.0,10750,Petrol
529,Honda City 1.5,Honda,2009,788170.0,55000,Petrol
530,Tata Nano,Tata,2013,175800.0,6800,Petrol
531,Chevrolet Cruze LTZ,Chevrolet,2014,1172000.0,41000,Diesel
532,Hyundai Verna Fluidic,Hyundai,2015,1259900.0,73000,Diesel
533,Maruti Suzuki Swift,Maruti,2011,410200.0,65000,Diesel
534,Mahindra XUV500 W10,Mahindra,2018,3806070.0,40000,Diesel
535,Maruti Suzuki Alto,Maruti,2014,583070.0,37000,Petrol
536,Hyundai Accent GLE,Hyundai,2006,263700.0,55000,Petrol
537,Force Motors One,Force,2013,1611500.0,140000,Diesel
538,Maruti Suzuki Alto,Maruti,2019,776450.0,9800,Petrol
539,Chevrolet Spark 1.0,Chevrolet,2011,293000.0,27000,Petrol
540,Hyundai i10,Hyundai,2009,629950.0,27000,Petrol
541,Toyota Etios Liva,Toyota,2012,1113400.0,20000,Diesel
542,Renault Duster 85PS,Renault,2013,1177622.6700000002,57923,Diesel
543,Chevrolet Enjoy,Chevrolet,2014,1435700.0,30201,Diesel
544,Maruti Suzuki Alto,Maruti,2017,820400.0,6200,Petrol
545,BMW 5 Series,BMW,2009,1904500.0,37518,Petrol
546,Toyota Etios Liva,Toyota,2014,468800.0,24652,Petrol
547,Mahindra Jeep MM,Mahindra,2004,1242320.0,383,Diesel
548,Chevrolet Beat LS,Chevrolet,2016,659250.0,95000,Diesel
549,Chevrolet Cruze LTZ,Chevrolet,2011,1025500.0,35000,Diesel
550,Jeep Wrangler Unlimited,Jeep,2015,2783500.0,3528,Diesel
551,Maruti Suzuki Ertiga,Maruti,2013,1421050.0,52500,Diesel
552,Hyundai Verna VGT,Hyundai,2010,600650.0,47900,Diesel
553,Maruti Suzuki Omni,Maruti,2012,468800.0,14000,Petrol
554,Maruti Suzuki Celerio,Maruti,2018,908300.0,37000,Petrol
555,Tata Zest Quadrajet,Tata,2017,527400.0,90000,Diesel
556,Mahindra XUV500 W6,Mahindra,2013,1611207.0,52800,Diesel
557,Tata Indigo CS,Tata,2016,439500.0,104000,Diesel
558,Hyundai i10 Era,Hyundai,2011,512750.0,30000,Petrol
559,Tata Indigo eCS,Tata,2014,278350.0,195000,Diesel
560,Tata Indigo LX,Tata,2016,673900.0,104000,Diesel
561,Tata Indigo eCS,Tata,2016,673900.0,104000,Diesel
562,Tata Indigo Marina,Tata,2004,527400.0,70000,Diesel
563,Hyundai Xcent SX,Hyundai,2015,1172000.0,43000,Diesel
564,Hyundai Eon Magna,Hyundai,2013,542050.0,23000,Petrol
565,Renault Duster 85,Renault,2015,1128050.0,51000,Diesel
566,Maruti Suzuki Alto,Maruti,2009,263700.0,62000,Petrol
567,Tata Nano LX,Tata,2010,93760.0,48008,Petrol
568,Renault Duster 110,Renault,2013,1274550.0,39000,Diesel
569,Maruti Suzuki Wagon,Maruti,2010,659250.0,40000,Petrol
570,Maruti Suzuki Swift,Maruti,2006,555821.0,48247,Petrol
571,Maruti Suzuki Ertiga,Maruti,2012,1141821.0,39000,Diesel
572,Maruti Suzuki Swift,Maruti,2014,1069450.0,23000,Petrol
573,Maruti Suzuki Alto,Maruti,2017,1054800.0,9400,Petrol
574,Hyundai i20 Magna,Hyundai,2010,615300.0,50000,Petrol
575,Hyundai i10 Magna,Hyundai,2009,498100.0,75000,Petrol
576,Tata Zest XE,Tata,2017,1113400.0,70000,Diesel
577,Mahindra Xylo E8,Mahindra,2009,864350.0,64000,Diesel
578,Toyota Corolla Altis,Toyota,2010,542050.0,55000,Petrol
579,Tata Manza Aqua,Tata,2014,468800.0,200000,Diesel
580,Renault Kwid 1.0,Renault,2018,849700.0,2137,Petrol
581,Tata Venture EX,Tata,2013,293000.0,30000,Diesel
582,Maruti Suzuki Swift,Maruti,2014,922950.0,44000,Petrol
583,Skoda Octavia Classic,Skoda,2006,336920.7,65000,Diesel
584,Maruti Suzuki Omni,Maruti,2012,351600.0,160000,LPG
585,Chevrolet Beat Diesel,Chevrolet,2011,366250.0,56000,Diesel
586,Tata Sumo Gold,Tata,2012,615300.0,75000,Diesel
587,Hyundai Verna 1.6,Hyundai,2018,2505150.0,42000,Diesel
588,Tata Sumo Gold,Tata,2012,615300.0,75000,Diesel
589,Mahindra Scorpio 2.6,Mahindra,2007,761800.0,56000,Diesel
590,Maruti Suzuki Zen,Maruti,2002,278350.0,10544,Petrol
591,Maruti Suzuki Swift,Maruti,2011,747150.0,64000,Petrol
592,Mahindra Scorpio SLX,Mahindra,2008,879000.0,70000,Diesel
593,Hyundai Grand i10,Hyundai,2014,996200.0,25000,Petrol
594,Hyundai Elite i20,Hyundai,2017,1611500.0,15000,Petrol
595,Ford Ikon 1.6,Ford,2003,175800.0,50000,Petrol
596,Toyota Innova 2.5,Toyota,2011,2197500.0,147000,Diesel
597,Nissan Sunny XL,Nissan,2011,673900.0,52000,Petrol
598,Chevrolet Beat LT,Chevrolet,2012,380900.0,90001,Diesel
599,Maruti Suzuki Alto,Maruti,2017,791100.0,21000,Petrol
600,Maruti Suzuki Swift,Maruti,2012,820400.0,48006,Diesel
601,Maruti Suzuki Swift,Maruti,2012,820400.0,48006,Diesel
602,Maruti Suzuki Swift,Maruti,2012,820400.0,48006,Diesel
603,Toyota Innova 2.0,Toyota,2012,1758000.0,80000,Diesel
604,Maruti Suzuki Swift,Maruti,2010,556700.0,74000,Diesel
605,Hyundai Elite i20,Hyundai,2015,1465000.0,22000,Petrol
606,Mahindra XUV500 W10,Mahindra,2016,3120450.0,41000,Diesel
607,Volkswagen Polo Trendline,Volkswagen,2015,1025500.0,25000,Diesel
608,Toyota Etios Liva,Toyota,2012,1025500.0,85000,Diesel
609,Mahindra TUV300 T4,Mahindra,2016,1582200.0,29500,Diesel
610,Hyundai Elite i20,Hyundai,2015,1377100.0,30000,Petrol
611,Hyundai Santro Xing,Hyundai,2014,524470.0,57000,Petrol
612,Maruti Suzuki Zen,Maruti,2003,140640.0,60000,Petrol
613,Maruti Suzuki Ciaz,Maruti,2016,1904500.0,50000,Petrol
614,Hyundai Eon Era,Hyundai,2013,556700.0,39700,Petrol
615,Hyundai Elantra 1.8,Hyundai,2012,1465000.0,65000,Petrol
616,Maruti Suzuki Swift,Maruti,2010,791100.0,67000,Diesel
617,Maruti Suzuki Zen,Maruti,2008,366250.0,46000,Petrol
618,Hyundai Eon Era,Hyundai,2012,550840.0,38000,Petrol
619,Hyundai Grand i10,Hyundai,2016,1113400.0,27000,Petrol
620,Hyundai Verna Fluidic,Hyundai,2011,1069450.0,43000,Diesel
621,Ford EcoSport Trend,Ford,2014,1362450.0,47000,Petrol
622,Hyundai i20 Magna,Hyundai,2011,703200.0,42000,Petrol
623,Chevrolet Beat Diesel,Chevrolet,2016,527397.0700000001,19336,Diesel
624,Tata Indica eV2,Tata,2015,410200.0,60105,Diesel
625,Jaguar XF 2.2,Jaguar,2013,6416700.0,29000,Diesel
626,Audi Q5 2.0,Audi,2014,7002700.0,34000,Diesel
627,BMW 3 Series,BMW,2011,3149750.0,35000,Diesel
628,Maruti Suzuki Swift,Maruti,2015,1391750.0,22000,Petrol
629,BMW X1 sDrive20d,BMW,2012,3003250.0,41000,Diesel
630,Maruti Suzuki S,Maruti,2016,1801950.0,21000,Diesel
631,Maruti Suzuki Ertiga,Maruti,2013,1391750.0,48000,Diesel
632,Maruti Suzuki Alto,Maruti,2016,791100.0,38000,Petrol
633,Honda City SV,Honda,2014,1391750.0,34000,Diesel
634,Volkswagen Vento Comfortline,Volkswagen,2011,703200.0,45933,Petrol
635,Honda City 1.5,Honda,2005,351600.0,68000,Petrol
636,Audi A4 2.0,Audi,2016,5567000.0,44000,Diesel
637,Mahindra KUV100,Mahindra,2017,1054800.0,35000,Diesel
638,Tata Zest XE,Tata,2018,1318500.0,102563,Diesel
639,Mahindra XUV500 W8,Mahindra,2015,2637000.0,28600,Diesel
640,Maruti Suzuki Swift,Maruti,2017,1904500.0,41800,Diesel
641,Tata Sumo Gold,Tata,2014,805750.0,116000,Diesel
642,Maruti Suzuki Swift,Maruti,2009,615300.0,59000,Petrol
643,Mahindra Scorpio 2.6,Mahindra,2004,512750.0,58000,Diesel
644,Maruti Suzuki Omni,Maruti,2009,249050.0,45000,Petrol
645,Mitsubishi Pajero Sport,Mitsubishi,2015,4365700.0,42590,Diesel
646,Renault Duster,Renault,2014,2344000.0,7400,Diesel
647,Volkswagen Jetta Comfortline,Volkswagen,2009,1318500.0,54500,Diesel
648,Maruti Suzuki Ertiga,Maruti,2012,2930000.0,200000,Diesel
649,Audi A4 2.0,Audi,2013,4424300.0,27000,Diesel
650,Volvo S80 Summum,Volvo,2015,5420500.0,42000,Diesel
651,Toyota Corolla Altis,Toyota,2014,2314700.0,29000,Petrol
652,Mitsubishi Pajero Sport,Mitsubishi,2015,5054250.0,37000,Diesel
653,Chevrolet Beat LT,Chevrolet,2012,395550.0,36000,Petrol
654,BMW X1,BMW,2011,2930000.0,34000,Diesel
655,Datsun Redi GO,Datsun,2018,878997.0700000001,7000,Petrol
656,Mercedes Benz C,Mercedes,2009,3589250.0,76000,Diesel
657,Mahindra Scorpio SLX,Mahindra,2004,512750.0,60000,Diesel
658,Volkswagen Vento Comfortline,Volkswagen,2011,586000.0,95000,Diesel
659,Tata Indigo CS,Tata,2017,791100.0,50000,Diesel
660,Ford Figo Petrol,Ford,2019,1538250.0,0,Petrol
661,Honda City ZX,Honda,2006,527400.0,50000,Petrol
662,Maruti Suzuki Wagon,Maruti,2008,410200.0,68000,Petrol
663,Ford EcoSport Trend,Ford,2014,1172000.0,16000,Petrol
664,Maruti Suzuki Swift,Maruti,2016,1462070.0,51000,Diesel
665,Maruti Suzuki Omni,Maruti,2009,249050.0,56000,Petrol
666,Maruti Suzuki Zen,Maruti,2004,205100.0,100000,Petrol
667,Renault Duster RxL,Renault,2015,1611500.0,36000,Petrol
668,Maruti Suzuki Swift,Maruti,2014,1084100.0,11523,Petrol
669,Maruti Suzuki Baleno,Maruti,2018,2021700.0,1000,Petrol
670,Honda WR V,Honda,2009,732500.0,60000,Petrol
671,Tata Indigo CS,Tata,2016,322300.0,85000,Diesel
672,Renault Duster 110,Renault,2013,1435700.0,38600,Diesel
673,Mahindra Scorpio LX,Mahindra,2009,937600.0,95500,Diesel
674,Maruti Suzuki Zen,Maruti,2004,199240.0,56000,Petrol
675,Maruti Suzuki Wagon,Maruti,2014,380900.0,37458,Petrol
676,Maruti Suzuki SX4,Maruti,2016,2842100.0,85960,Diesel
677,Audi A3 Cabriolet,Audi,2015,9083000.0,12516,Petrol
678,Hyundai Eon D,Hyundai,2018,820400.0,35000,Petrol
679,Maruti Suzuki Zen,Maruti,2009,366250.0,0,Petrol
680,Mahindra Scorpio SLX,Mahindra,2008,835050.0,80000,Diesel
681,Hyundai Santro AE,Hyundai,2011,483450.0,45000,Petrol
682,Maruti Suzuki Swift,Maruti,2009,732500.0,51000,Diesel
683,Mahindra Scorpio S4,Mahindra,2015,2534450.0,30000,Diesel
684,Mahindra Xylo D2,Mahindra,2011,1142700.0,48000,Diesel
685,Hyundai Santro,Hyundai,2003,175800.0,51000,Petrol
686,Chevrolet Beat LT,Chevrolet,2015,629950.0,90000,Diesel
687,Maruti Suzuki Swift,Maruti,2015,1391750.0,43000,Diesel
688,Mahindra XUV500 W8,Mahindra,2015,2634070.0,53000,Diesel
689,Toyota Fortuner 3.0,Toyota,2013,4392070.0,97000,Diesel
690,Maruti Suzuki Alto,Maruti,2013,703200.0,20000,Petrol
691,Hyundai Getz GLE,Hyundai,2007,290070.0,55000,Petrol
692,Maruti Suzuki Swift,Maruti,2014,761800.0,120000,Diesel
693,Hyundai Creta 1.6,Hyundai,2019,3516000.0,0,Petrol
694,Hyundai Santro Xing,Hyundai,2007,336950.0,46000,Petrol
695,Hyundai Santro Xing,Hyundai,2009,257840.0,43200,Petrol
696,Mahindra Xylo D2,Mahindra,2011,1142700.0,56000,Diesel
697,Hyundai Santro Xing,Hyundai,2007,395550.0,42000,Petrol
698,Tata Indica V2,Tata,2009,263700.0,30600,Diesel
699,Hyundai i10 Sportz,Hyundai,2011,644600.0,38000,Petrol
700,Hyundai Grand i10,Hyundai,2017,1245247.07,2550,Petrol
701,Hyundai Santro Xing,Hyundai,2007,395550.0,47000,Petrol
702,Honda City 1.5,Honda,2005,278350.0,41000,Petrol
703,Nissan Micra XL,Nissan,2017,1259900.0,62500,Diesel
704,Honda City 1.5,Honda,2005,336950.0,68000,Petrol
705,Maruti Suzuki Alto,Maruti,2015,629950.0,50000,Petrol
706,Maruti Suzuki Wagon,Maruti,2004,155290.0,69000,Petrol
707,Maruti Suzuki Ertiga,Maruti,2012,1465000.0,48000,Diesel
708,Tata Indica eV2,Tata,2012,249050.0,55000,Diesel
709,Maruti Suzuki Omni,Maruti,2013,483450.0,25000,Petrol
710,Hyundai Eon Era,Hyundai,2014,586000.0,28400,Petrol
711,Hyundai Eon,Hyundai,2014,586000.0,28000,Petrol
712,Maruti Suzuki Swift,Maruti,2015,1245250.0,42000,Diesel
713,Hyundai Verna 1.6,Hyundai,2012,1758000.0,29000,Diesel
714,Chevrolet Tavera LS,Chevrolet,2005,380900.0,68485,Diesel
715,Tata Tiago Revotron,Tata,2018,1259900.0,3500,Petrol
716,Tata Tiago Revotorq,Tata,2019,1665705.0,0,Petrol
717,Maruti Suzuki Zen,Maruti,2006,208030.0,32000,Petrol
718,Mahindra KUV100 K8,Mahindra,2018,1640800.0,8000,Diesel
719,Ford EcoSport Titanium,Ford,2014,1728700.0,34000,Diesel
720,Hindustan Motors Ambassador,Hindustan,1995,2197500.0,37000,Petrol
721,Ford Fusion 1.4,Ford,2007,366250.0,85455,Diesel
722,Hyundai Santro Xing,Hyundai,2007,395550.0,46000,Petrol
723,Hyundai Santro,Hyundai,2002,175800.0,47000,Petrol
724,Fiat Linea Emotion,Fiat,2009,351600.0,64000,Petrol
725,Ford Ikon 1.3,Ford,2008,278350.0,46000,Petrol
726,Maruti Suzuki Omni,Maruti,2017,703200.0,8000,Petrol
727,Tata Indica V2,Tata,2012,336950.0,64000,Diesel
728,Mahindra Scorpio S4,Mahindra,2015,2329350.0,63000,Diesel
729,Hyundai Santro Xing,Hyundai,2007,161150.0,65000,Petrol
730,Mahindra Xylo D2,Mahindra,2009,879000.0,62000,Diesel
731,Hyundai Grand i10,Hyundai,2014,937600.0,41000,Petrol
732,Maruti Suzuki Alto,Maruti,2015,776450.0,14000,Petrol
733,Toyota Corolla,Toyota,2006,468800.0,40000,Petrol
734,Hyundai Eon Magna,Hyundai,2017,879000.0,1600,Petrol
735,Tata Sumo Grande,Tata,2010,380900.0,90000,Diesel
736,Maruti Suzuki Swift,Maruti,2011,732500.0,58000,Diesel
737,Volkswagen Polo Highline1.2L,Volkswagen,2013,1113400.0,27000,Petrol
738,Maruti Suzuki Alto,Maruti,2003,123060.0,60000,Petrol
739,Tata Tiago Revotron,Tata,2017,1172000.0,31000,Petrol
740,Maruti Suzuki Swift,Maruti,2009,351600.0,90000,Diesel
741,Maruti Suzuki Swift,Maruti,2009,351600.0,90000,Diesel
742,Tata Indigo eCS,Tata,2016,380900.0,150000,Diesel
743,Chevrolet Beat LS,Chevrolet,2014,553770.0,31000,Diesel
744,Mahindra Xylo E8,Mahindra,2011,1069450.0,43000,Diesel
745,Hyundai Eon D,Hyundai,2013,498100.0,20000,Petrol
746,Tata Sumo Gold,Tata,2013,629950.0,100000,Petrol
747,Tata Nano,Tata,2013,175800.0,7000,Petrol
748,Hyundai Elite i20,Hyundai,2017,1757997.07,31000,Petrol
749,Hyundai i10 Magna,Hyundai,2009,1172000.0,33000,Petrol
750,Hyundai Creta,Hyundai,2016,2637000.0,60000,Diesel
751,Volkswagen Polo,Volkswagen,2013,878997.0700000001,48000,Diesel
752,Maruti Suzuki Dzire,Maruti,2014,1098747.07,33000,Petrol
753,Tata Bolt XM,Tata,2015,1758000.0,15000,Petrol
754,Maruti Suzuki Alto,Maruti,2005,205100.0,47000,Petrol
755,Maruti Suzuki Alto,Maruti,2005,293000.0,40000,Petrol
756,Maruti Suzuki Ritz,Maruti,2010,439500.0,38000,Diesel
757,Maruti Suzuki Alto,Maruti,2017,659250.0,12500,Petrol
758,Maruti Suzuki Dzire,Maruti,2009,615300.0,42000,Petrol
759,Hyundai i20 Asta,Hyundai,2014,1245250.0,31000,Petrol
760,Maruti Suzuki Swift,Maruti,2008,474660.0,60000,Diesel
761,Tata Indica V2,Tata,2005,175800.0,80000,Diesel
762,Mahindra Scorpio VLX,Mahindra,2014,1904500.0,77000,Diesel
763,Toyota Innova 2.5,Toyota,2012,2197500.0,75000,Diesel
764,Mahindra Xylo E8,Mahindra,2010,1098750.0,40000,Diesel
765,Hyundai i20 Magna,Hyundai,2011,673900.0,47000,Petrol
766,Maruti Suzuki Omni,Maruti,2000,105477.07,60000,Petrol
767,Mahindra KUV100,Mahindra,2016,1113400.0,26500,Petrol
768,Mahindra KUV100 K8,Mahindra,2019,1640800.0,2875,Petrol
769,Datsun Go Plus,Datsun,2016,835050.0,13900,Petrol
770,Ford Endeavor 4x4,Ford,2019,8497000.0,9000,Diesel
771,Tata Indica V2,Tata,2005,117197.07,80000,Diesel
772,Hyundai Santro Xing,Hyundai,2006,249050.0,60000,Petrol
773,Maruti Suzuki Wagon,Maruti,2016,1157350.0,20000,Petrol
774,Maruti Suzuki Swift,Maruti,2008,512750.0,58000,Diesel
775,Maruti Suzuki Alto,Maruti,2019,1172000.0,1500,Petrol
776,Toyota Innova 2.5,Toyota,2011,2197500.0,75000,Diesel
777,Maruti Suzuki Alto,Maruti,2016,732500.0,2450,Petrol
778,Maruti Suzuki Alto,Maruti,2019,1245250.0,1625,Petrol
779,Volkswagen Polo Highline1.2L,Volkswagen,2017,1538250.0,45000,Petrol
780,Mahindra Logan,Mahindra,2009,380900.0,65000,Diesel
781,Maruti Suzuki 800,Maruti,2000,87900.0,33400,Petrol
782,Mahindra Scorpio,Mahindra,2011,1391750.0,60123,Diesel
783,Chevrolet Sail 1.2,Chevrolet,2013,879000.0,28000,Petrol
